SHIPMENT_ID,PO_NUMBER,ORIGIN_PORT,DESTINATION,CARRIER_SCAC,TRANSPORT_MODE,SHIP_DATE,ETA_DATE,ACTUAL_ARRIVAL_DATE,CONTAINER_NUMBER,GROSS_WEIGHT,WEIGHT_UOM,FREIGHT_COST,FREIGHT_CURRENCY,INCOTERMS,SHIPMENT_STATUS,HS_CODE
SHP-210523,4500088318,VNSGN,MER-3PL-US-01,EGLV,OCEAN,18-JAN-25,15-FEB-25,13-FEB-25,MAEU1096576,"2,400 kg",KG,"21,900.00",USD,FCA,DELIVERED,853400
SHP-210524,4500088391,KRPUS,MER-DC-US-03,HLCU,OCEAN,22-JAN-25,20-FEB-25,19-FEB-25,EGHU1096946,"13,955 lb",LB,"8,000.00",CNY,EXW,DELIVERED,853400
SHP-210525,4500088455,JPNGO,MER-DC-DE-01,FDXG,AIR,26-JAN-25,31-JAN-25,31-JAN-25,EGHU1096946,"4,490 kg",KG,"19,600.00",EUR,CIF,DELIVERED,847330
SHP-210526,4500088527,CNXMN,MER-DC-MX-01,CMDU,TRUCK,30-JAN-25,05-FEB-25,06-FEB-25,ONEU1097313,"15,390 kg",KG,"23,900.00",CNY,DDP,DELIVERED,851770
SHP-210527,,TWTPE,MER-DC-NL-01,HLCU,RAIL,03-FEB-25,10-FEB-25,N/A,ONEU1097313,"3,946 lb",LB,"18,800.00",CNY,DAP,IN_TRANSIT,852990
SHP-210528,,CNSHA,MER-DC-US-06,CMDU,OCEAN,07-FEB-25,06-MAR-25,N/A,MSKU1097689,"15,290 kg",KG,"19,400.00",EUR,FOB,IN_TRANSIT,392690
SHP-210529,,CNYTN,MER-DC-JP-01,FDXG,OCEAN,11-FEB-25,11-MAR-25,N/A,MSKU1097689,"6,834 lb",LB,"3,000.00",CNY,FCA,EXCEPTION,852990
SHP-210530,4500088773,TWKHH,MER-3PL-PL-02,ONEY,OCEAN,15-FEB-25,16-MAR-25,N/A,MAEU1098054,"7,300 kg",KG,"8,100.00",CNY,EXW,CUSTOMS_HOLD,852990
SHP-210531,4500088841,VNSGN,MER-DC-US-04,HLCU,AIR,19-FEB-25,24-FEB-25,21-FEB-25,MAEU1098054,"17,750 kg",KG,"13,200.00",USD,CIF,DELIVERED,847330
SHP-210532,4500088892,KRPUS,Shanghai DC,FDXG,TRUCK,23-FEB-25,01-MAR-25,27-FEB-25,EGHU1098424,"18,540 kg",KG,"13,100.00",USD,DDP,DELIVERED,847330
SHP-210533,4500088961,JPNGO,MER-DC-SG-01,HLCU,RAIL,27-FEB-25,06-MAR-25,05-MAR-25,EGHU1098424,"15,939 lb",LB,"11,600.00",USD,DAP,DELIVERED,851770
SHP-210534,4500089030,CNXMN,MER-DC-US-02,HLCU,OCEAN,03-MAR-25,30-MAR-25,30-MAR-25,ONEU1098794,"11,530 kg",KG,"14,600.00",USD,FOB,DELIVERED,853400
SHP-210535,4500089099,TWTPE,MER-DC-NL-01,MAEU,OCEAN,07-MAR-25,04-APR-25,05-APR-25,ONEU1098794,"17,750 kg",KG,"4,900.00",USD,FCA,DELIVERED,850760
SHP-210536,4500089153,CNSHA,MER-DC-GB-01,EGLV,OCEAN,11-MAR-25,09-APR-25,11-APR-25,MSKU1099167,"7,275 lb",LB,"5,200.00",EUR,EXW,DELIVERED,853400
SHP-210537,,CNYTN,MER-3PL-MY-03,EGLV,AIR,15-MAR-25,20-MAR-25,N/A,MSKU1099167,"11,810 kg",KG,"15,500.00",USD,CIF,IN_TRANSIT,852990
SHP-210538,,TWKHH,MER-DC-US-05,MAEU,TRUCK,19-MAR-25,25-MAR-25,N/A,MAEU1099533,"5,864 lb",LB,"14,700.00",EUR,DDP,IN_TRANSIT,847330
SHP-210539,,VNSGN,MER-DC-CN-02,MAEU,RAIL,23-MAR-25,30-MAR-25,N/A,MAEU1099533,"3,640 kg",KG,"20,800.00",EUR,DAP,EXCEPTION,850760
SHP-210540,4500089412,KRPUS,MER-3PL-US-01,EGLV,OCEAN,27-MAR-25,23-APR-25,20-APR-25,EGHU1099903,"16,690 kg",KG,"12,300.00",USD,FCA,DELIVERED,851770
SHP-210541,4500089480,JPNGO,MER-DC-US-03,HLCU,OCEAN,31-MAR-25,28-APR-25,26-APR-25,EGHU1099903,"5,570 kg",KG,"1,400.00",CNY,FCA,DELIVERED,392690
SHP-210542,4500089543,CNXMN,MER-DC-DE-01,ONEY,OCEAN,04-APR-25,03-MAY-25,02-MAY-25,ONEU1100274,"33,047 lb",LB,"1,100.00",CNY,EXW,DELIVERED,392690
SHP-210543,4500089613,TWTPE,MER-DC-MX-01,EGLV,AIR,08-APR-25,13-APR-25,13-APR-25,ONEU1100274,"5,850 kg",KG,"22,700.00",USD,CIF,DELIVERED,847330
SHP-210544,4500089678,CNSHA,MER-DC-NL-01,MAEU,TRUCK,12-APR-25,18-APR-25,19-APR-25,MSKU1100648,"8,730 kg",KG,"9,000.00",EUR,DDP,DELIVERED,847330
SHP-210545,4500089729,CNYTN,MER-DC-US-06,MAEU,RAIL,16-APR-25,23-APR-25,25-APR-25,MSKU1100648,"25,705 lb",LB,"1,300.00",CNY,DAP,DELIVERED,847330
SHP-210546,4500089794,TWKHH,MER-DC-JP-01,EGLV,OCEAN,20-APR-25,17-MAY-25,20-MAY-25,MAEU1101013,"7,210 kg",KG,"18,600.00",USD,FOB,DELIVERED,850760
SHP-210547,,VNSGN,MER-3PL-PL-02,MAEU,OCEAN,24-APR-25,22-MAY-25,N/A,MAEU1101013,"18,430 lb",LB,"19,700.00",CNY,FCA,IN_TRANSIT,852990
SHP-210548,,KRPUS,MER-DC-US-04,ONEY,OCEAN,28-APR-25,27-MAY-25,N/A,EGHU1101385,"5,510 kg",KG,"4,400.00",CNY,EXW,IN_TRANSIT,852990
SHP-210549,,JPNGO,MER-DC-CN-01,HLCU,AIR,02-MAY-25,07-MAY-25,N/A,EGHU1101385,"9,750 kg",KG,"1,300.00",USD,CIF,EXCEPTION,853400
SHP-210550,4500087056,CNXMN,MER-DC-SG-01,ONEY,TRUCK,06-MAY-25,12-MAY-25,10-MAY-25,ONEU1101753,"16,650 kg",KG,"12,800.00",USD,DDP,DELIVERED,850760
SHP-210551,4500087129,TWTPE,MER-DC-US-02,EGLV,RAIL,10-MAY-25,17-MAY-25,16-MAY-25,ONEU1101753,"41,755 lb",LB,"19,300.00",EUR,DAP,DELIVERED,850760
SHP-210552,4500087207,CNSHA,MER-DC-NL-01,HLCU,OCEAN,14-MAY-25,10-JUN-25,10-JUN-25,MSKU1102126,"9,170 kg",KG,"22,100.00",CNY,FOB,DELIVERED,851770
SHP-210553,4500087277,CNYTN,MER-DC-GB-01,HLCU,OCEAN,18-MAY-25,15-JUN-25,16-JUN-25,MSKU1102126,"6,680 kg",KG,"3,900.00",EUR,FCA,DELIVERED,392690
SHP-210554,4500087343,TWKHH,MER-3PL-MY-03,ONEY,OCEAN,22-MAY-25,20-JUN-25,22-JUN-25,MAEU1102494,"15,542 lb",LB,"22,500.00",USD,EXW,DELIVERED,850760
SHP-210555,4500087404,VNSGN,MER-DC-US-05,ONEY,AIR,07-NOV-24,12-NOV-24,15-NOV-24,MAEU1102494,"8,150 kg",KG,"13,300.00",USD,CIF,DELIVERED,850760
SHP-210556,4500087470,KRPUS,MER-DC-CN-02,MAEU,TRUCK,30-MAY-25,05-JUN-25,09-JUN-25,EGHU1102864,"4,717 lb",LB,"8,900.00",USD,DDP,DELIVERED,847330
SHP-210557,4500900557,JPNGO,MER-3PL-US-01,ONEY,RAIL,03-JUN-25,10-JUN-25,N/A,EGHU1102864,"7,660 kg",KG,"21,900.00",CNY,DAP,IN_TRANSIT,850760
SHP-210558,,CNXMN,MER-DC-US-03,HLCU,OCEAN,07-JUN-25,04-JUL-25,N/A,ONEU1103231,"8,060 kg",KG,"13,400.00",CNY,FOB,IN_TRANSIT,853400
SHP-210559,,TWTPE,MER-DC-DE-01,MAEU,OCEAN,11-JUN-25,09-JUL-25,N/A,ONEU1103231,"10,730 kg",KG,"13,700.00",CNY,FCA,EXCEPTION,851770
SHP-210560,4500087746,CNSHA,MER-DC-MX-01,EGLV,OCEAN,15-JUN-25,14-JUL-25,13-JUL-25,MSKU1103605,"27,535 lb",LB,"17,400.00",USD,CIF,DELIVERED,392690
SHP-210561,4500087795,CNYTN,MER-DC-NL-01,ONEY,AIR,19-JUN-25,24-JUN-25,24-JUN-25,MSKU1103605,"14,250 kg",KG,"9,600.00",USD,CIF,DELIVERED,852990
SHP-210562,4500087863,TWKHH,MER-DC-US-06,ONEY,TRUCK,23-JUN-25,29-JUN-25,30-JUN-25,MAEU1103973,"3,020 kg",KG,"6,300.00",CNY,DDP,DELIVERED,847330
SHP-210563,4500087939,VNSGN,MER-DC-JP-01,HLCU,RAIL,27-JUN-25,04-JUL-25,06-JUL-25,MAEU1103973,"26,345 lb",LB,"6,000.00",EUR,DAP,DELIVERED,852990
SHP-210564,4500088000,KRPUS,MER-3PL-PL-02,ONEY,OCEAN,01-JUL-25,28-JUL-25,31-JUL-25,EGHU1104342,"5,040 kg",KG,"4,600.00",CNY,FOB,DELIVERED,851770
SHP-210565,4500088066,JPNGO,MER-DC-US-04,CMDU,OCEAN,05-JUL-25,02-AUG-25,06-AUG-25,EGHU1104342,"6,239 lb",LB,"9,300.00",USD,FCA,DELIVERED,851770
SHP-210566,4500088130,CNXMN,MER-DC-CN-01,HLCU,OCEAN,09-JUL-25,07-AUG-25,12-AUG-25,ONEU1104710,"14,750 kg",KG,"3,900.00",USD,EXW,DELIVERED,851770
SHP-210567,,TWTPE,MER-DC-SG-01,HLCU,AIR,13-JUL-25,18-JUL-25,N/A,ONEU1104710,"18,030 kg",KG,"7,300.00",CNY,CIF,IN_TRANSIT,847330
SHP-210568,,CNSHA,MER-DC-US-02,EGLV,TRUCK,17-JUL-25,23-JUL-25,N/A,MSKU1105085,"2,170 kg",KG,"8,600.00",USD,DDP,IN_TRANSIT,847330
SHP-210569,,CNYTN,MER-DC-NL-01,CMDU,RAIL,21-JUL-25,28-JUL-25,N/A,MSKU1105085,"41,072 lb",LB,"14,300.00",USD,DAP,EXCEPTION,847330
SHP-210570,4500088408,TWKHH,MER-DC-GB-01,CMDU,OCEAN,25-JUL-25,21-AUG-25,21-AUG-25,MAEU1105451,"7,720 kg",KG,"13,400.00",USD,FOB,DELIVERED,853400
SHP-210571,4500088475,VNSGN,MER-3PL-MY-03,ONEY,OCEAN,29-JUL-25,26-AUG-25,27-AUG-25,MAEU1105451,"3,160 kg",KG,"2,200.00",USD,FCA,DELIVERED,392690
SHP-210572,4500088542,KRPUS,MER-DC-US-05,CMDU,OCEAN,02-AUG-25,31-AUG-25,02-SEP-25,EGHU1105821,"5,202 lb",LB,"13,200.00",CNY,EXW,DELIVERED,853400
SHP-210573,4500088597,JPNGO,MER-DC-CN-02,CMDU,AIR,06-AUG-25,11-AUG-25,14-AUG-25,EGHU1105821,"19,490 kg",KG,"7,900.00",CNY,CIF,DELIVERED,853400
SHP-210574,4500088662,CNXMN,MER-3PL-US-01,EGLV,TRUCK,10-AUG-25,16-AUG-25,20-AUG-25,ONEU1106190,"25,154 lb",LB,"11,700.00",USD,DDP,DELIVERED,852990
SHP-210575,4500088728,TWTPE,MER-DC-US-03,HLCU,RAIL,14-AUG-25,21-AUG-25,26-AUG-25,ONEU1106190,"16,270 kg",KG,"21,200.00",EUR,DAP,DELIVERED,852990
SHP-210576,4500088785,CNSHA,Berlin DC Bldg A,CMDU,OCEAN,18-AUG-25,14-SEP-25,11-SEP-25,MSKU1106564,"19,090 kg",KG,"23,100.00",USD,FOB,DELIVERED,851770
SHP-210577,,CNYTN,MER-DC-MX-01,FDXG,OCEAN,22-AUG-25,19-SEP-25,N/A,MSKU1106564,"14,350 kg",KG,"2,400.00",EUR,FCA,IN_TRANSIT,392690
SHP-210578,,TWKHH,MER-DC-NL-01,HLCU,OCEAN,26-AUG-25,24-SEP-25,N/A,MAEU1106930,"16,733 lb",LB,"3,000.00",CNY,EXW,IN_TRANSIT,851770
SHP-210579,,VNSGN,MER-DC-US-06,ONEY,AIR,30-AUG-25,04-SEP-25,N/A,MAEU1106930,"11,100 kg",KG,"13,500.00",EUR,CIF,EXCEPTION,853400
SHP-210580,4500089050,KRPUS,MER-DC-JP-01,CMDU,TRUCK,03-SEP-25,09-SEP-25,10-SEP-25,EGHU1107300,"17,330 kg",KG,"13,700.00",USD,DAP,DELIVERED,847330
SHP-210581,4500089114,JPNGO,MER-3PL-PL-02,EGLV,RAIL,07-SEP-25,14-SEP-25,16-SEP-25,EGHU1107300,"33,047 lb",LB,"7,900.00",USD,DAP,DELIVERED,852990
SHP-210582,4500089167,CNXMN,MER-DC-US-04,MAEU,OCEAN,11-SEP-25,08-OCT-25,11-OCT-25,ONEU1107670,"12,220 kg",KG,800.00,USD,FOB,DELIVERED,847330
SHP-210583,4500089236,TWTPE,MER-DC-CN-01,ONEY,OCEAN,15-SEP-25,13-OCT-25,17-OCT-25,ONEU1107670,"10,097 lb",LB,"17,400.00",USD,FCA,DELIVERED,850760
SHP-210584,4500089288,CNSHA,MER-DC-SG-01,CMDU,OCEAN,19-SEP-25,18-OCT-25,23-OCT-25,MSKU1108042,"12,490 kg",KG,"18,200.00",USD,EXW,DELIVERED,847330
SHP-210585,4500089365,CNYTN,MER-DC-US-02,MAEU,AIR,23-SEP-25,28-SEP-25,25-SEP-25,MSKU1108042,"5,800 kg",KG,"11,700.00",CNY,CIF,DELIVERED,847330
SHP-210586,4500089430,TWKHH,MER-DC-NL-01,CMDU,TRUCK,27-SEP-25,03-OCT-25,01-OCT-25,MAEU1108419,"17,590 kg",KG,"11,500.00",USD,DDP,DELIVERED,847330
SHP-210587,,VNSGN,MER-DC-GB-01,HLCU,RAIL,01-OCT-25,08-OCT-25,N/A,MAEU1108419,"2,072 lb",LB,"13,700.00",CNY,DAP,IN_TRANSIT,847330
SHP-210588,,KRPUS,MER-3PL-MY-03,CMDU,OCEAN,05-OCT-25,01-NOV-25,N/A,EGHU1108780,"3,620 kg",KG,"15,800.00",EUR,FOB,IN_TRANSIT,850760
SHP-210589,,JPNGO,MER-DC-US-05,CMDU,OCEAN,09-OCT-25,06-NOV-25,N/A,EGHU1108780,"19,320 kg",KG,"18,600.00",EUR,FCA,EXCEPTION,851770
SHP-210590,4500089689,CNXMN,MER-DC-CN-02,CMDU,OCEAN,13-OCT-25,11-NOV-25,13-NOV-25,ONEU1109158,"22,134 lb",LB,"2,800.00",USD,EXW,DELIVERED,847330
SHP-210591,4500089747,TWTPE,MER-3PL-US-01,ONEY,AIR,17-OCT-25,22-OCT-25,25-OCT-25,ONEU1109158,"10,290 kg",KG,"13,700.00",EUR,CIF,DELIVERED,392690
SHP-210592,4500089811,CNSHA,MER-DC-US-03,ONEY,TRUCK,09-MAR-25,15-MAR-25,19-MAR-25,MSKU1109521,"37,081 lb",LB,"2,500.00",EUR,DDP,DELIVERED,847330
SHP-210593,4500089871,CNYTN,MER-DC-DE-01,ONEY,RAIL,25-OCT-25,01-NOV-25,06-NOV-25,MSKU1109521,"13,590 kg",KG,"15,300.00",EUR,DAP,DELIVERED,853400
SHP-210594,4500089939,TWKHH,MER-DC-MX-01,CMDU,OCEAN,29-OCT-25,25-NOV-25,22-NOV-25,MAEU1109890,"14,210 kg",KG,"15,600.00",CNY,FOB,DELIVERED,853400
SHP-210595,4500087008,VNSGN,MER-DC-NL-01,EGLV,OCEAN,02-NOV-25,30-NOV-25,28-NOV-25,MAEU1109890,"12,330 kg",KG,"2,800.00",USD,FCA,DELIVERED,852990
SHP-210596,4500087077,KRPUS,MER-DC-US-06,MAEU,OCEAN,06-NOV-25,05-DEC-25,04-DEC-25,EGHU1110263,"28,792 lb",LB,"17,100.00",EUR,EXW,DELIVERED,850760
SHP-210597,,JPNGO,MER-DC-JP-01,FDXG,AIR,10-NOV-25,15-NOV-25,N/A,EGHU1110263,"19,350 kg",KG,"15,600.00",USD,CIF,IN_TRANSIT,847330
SHP-210598,,CNXMN,MER-3PL-PL-02,MAEU,TRUCK,14-NOV-25,20-NOV-25,N/A,ONEU1110631,"5,740 kg",KG,"17,100.00",EUR,DDP,IN_TRANSIT,851770
SHP-210599,,TWTPE,MER-DC-US-04,HLCU,RAIL,18-NOV-25,25-NOV-25,N/A,ONEU1110631,"27,756 lb",LB,"15,900.00",USD,DAP,EXCEPTION,851770
SHP-210600,4500087361,CNSHA,Shanghai DC,ONEY,OCEAN,22-NOV-25,19-DEC-25,22-DEC-25,MSKU1111004,"2,510 kg",KG,"11,700.00",CNY,FCA,DELIVERED,852990
SHP-210601,4500087413,CNYTN,MER-DC-SG-01,FDXG,OCEAN,26-NOV-25,24-DEC-25,28-DEC-25,MSKU1111004,"1,697 lb",LB,"4,800.00",CNY,FCA,DELIVERED,847330
SHP-210602,4500087485,TWKHH,MER-DC-US-02,FDXG,OCEAN,30-NOV-25,29-DEC-25,03-JAN-26,MAEU1111372,"2,090 kg",KG,"13,100.00",USD,EXW,DELIVERED,851770
SHP-210603,4500087553,VNSGN,MER-DC-NL-01,EGLV,AIR,04-DEC-25,09-DEC-25,06-DEC-25,MAEU1111372,"9,860 kg",KG,"11,200.00",USD,CIF,DELIVERED,851770
SHP-210604,4500087618,KRPUS,MER-DC-GB-01,HLCU,TRUCK,08-DEC-25,14-DEC-25,12-DEC-25,EGHU1111742,"8,320 kg",KG,"14,800.00",EUR,DDP,DELIVERED,853400
SHP-210605,4500087693,JPNGO,MER-3PL-MY-03,FDXG,RAIL,12-DEC-25,19-DEC-25,18-DEC-25,EGHU1111742,"27,315 lb",LB,"23,300.00",USD,DAP,DELIVERED,392690
SHP-210606,4500087757,CNXMN,MER-DC-US-05,HLCU,OCEAN,16-DEC-25,12-JAN-26,12-JAN-26,ONEU1112110,"7,790 kg",KG,"15,400.00",USD,FOB,DELIVERED,850760
SHP-210607,4500900607,TWTPE,MER-DC-CN-02,ONEY,OCEAN,20-DEC-25,17-JAN-26,N/A,ONEU1112110,"14,250 kg",KG,"23,600.00",EUR,FCA,IN_TRANSIT,850760
SHP-210608,,CNSHA,MER-3PL-US-01,CMDU,OCEAN,24-DEC-25,22-JAN-26,N/A,MSKU1112485,"23,787 lb",LB,"14,100.00",USD,EXW,IN_TRANSIT,850760
SHP-210609,,CNYTN,MER-DC-US-03,EGLV,AIR,28-DEC-25,02-JAN-26,N/A,MSKU1112485,"6,020 kg",KG,"15,600.00",USD,CIF,EXCEPTION,852990
SHP-210610,4500088022,TWKHH,MER-DC-DE-01,MAEU,TRUCK,01-JAN-26,07-JAN-26,11-JAN-26,MAEU1112851,"36,861 lb",LB,"19,100.00",USD,DDP,DELIVERED,852990
SHP-210611,4500088082,VNSGN,MER-DC-MX-01,MAEU,RAIL,05-JAN-26,12-JAN-26,17-JAN-26,MAEU1112851,"5,020 kg",KG,"8,600.00",USD,DAP,DELIVERED,853400
SHP-210612,4500088147,KRPUS,MER-DC-NL-01,EGLV,OCEAN,09-JAN-26,05-FEB-26,02-FEB-26,EGHU1113220,"15,930 kg",KG,"13,800.00",EUR,FOB,DELIVERED,852990
SHP-210613,4500088207,JPNGO,MER-DC-US-06,HLCU,OCEAN,13-JAN-26,10-FEB-26,08-FEB-26,EGHU1113220,"8,110 kg",KG,"10,500.00",CNY,FCA,DELIVERED,392690
SHP-210614,4500088282,CNXMN,MER-DC-JP-01,CMDU,OCEAN,17-JAN-26,15-FEB-26,14-FEB-26,ONEU1113590,"37,853 lb",LB,"15,500.00",CNY,EXW,DELIVERED,847330
SHP-210615,4500088351,TWTPE,MER-3PL-PL-02,FDXG,AIR,21-JAN-26,26-JAN-26,26-JAN-26,ONEU1113590,"7,750 kg",KG,"11,700.00",USD,CIF,DELIVERED,852990
SHP-210616,4500088419,CNSHA,MER-DC-US-04,CMDU,TRUCK,25-JAN-26,31-JAN-26,01-FEB-26,MSKU1113964,"18,570 kg",KG,"3,500.00",USD,DDP,DELIVERED,852990
SHP-210617,,CNYTN,MER-DC-CN-01,CMDU,RAIL,29-JAN-26,05-FEB-26,N/A,MSKU1113964,"13,029 lb",LB,"10,000.00",USD,DAP,IN_TRANSIT,850760
SHP-210618,,TWKHH,MER-DC-SG-01,EGLV,OCEAN,02-FEB-26,01-MAR-26,N/A,MAEU1114330,"3,320 kg",KG,"9,400.00",USD,FOB,IN_TRANSIT,392690
SHP-210619,,VNSGN,MER-DC-US-02,ONEY,OCEAN,06-FEB-26,06-MAR-26,N/A,MAEU1114330,"23,148 lb",LB,"18,900.00",CNY,FCA,EXCEPTION,853400
SHP-210620,4500088682,KRPUS,MER-DC-NL-01,FDXG,OCEAN,10-FEB-26,11-MAR-26,16-MAR-26,EGHU1114700,"17,480 kg",KG,"9,800.00",USD,CIF,DELIVERED,852990
SHP-210621,4500088741,JPNGO,MER-DC-GB-01,FDXG,AIR,14-FEB-26,19-FEB-26,16-FEB-26,EGHU1114700,"17,730 kg",KG,"9,000.00",USD,CIF,DELIVERED,392690
SHP-210622,4500088805,CNXMN,MER-3PL-MY-03,MAEU,TRUCK,18-FEB-26,24-FEB-26,22-FEB-26,ONEU1115079,"14,150 kg",KG,"12,500.00",USD,DDP,DELIVERED,847330
SHP-210623,4500088860,TWTPE,MER-DC-US-05,HLCU,RAIL,22-FEB-26,01-MAR-26,28-FEB-26,ONEU1115079,"33,267 lb",LB,"5,000.00",EUR,DAP,DELIVERED,852990
SHP-210624,4500088924,CNSHA,MER-DC-CN-02,EGLV,OCEAN,26-FEB-26,25-MAR-26,25-MAR-26,MSKU1115442,"7,380 kg",KG,"11,900.00",USD,FOB,DELIVERED,850760
SHP-210625,4500088993,CNYTN,MER-3PL-US-01,EGLV,OCEAN,02-MAR-26,30-MAR-26,31-MAR-26,MSKU1115442,"11,560 kg",KG,"20,800.00",CNY,FCA,DELIVERED,392690
SHP-210626,4500089072,TWKHH,MER-DC-US-03,HLCU,OCEAN,06-MAR-26,04-APR-26,06-APR-26,MAEU1115819,"40,895 lb",LB,"6,900.00",CNY,EXW,DELIVERED,392690
SHP-210627,,VNSGN,MER-DC-DE-01,HLCU,AIR,10-MAR-26,15-MAR-26,N/A,MAEU1115819,"4,840 kg",KG,"2,000.00",USD,CIF,IN_TRANSIT,847330
SHP-210628,,KRPUS,MER-DC-MX-01,EGLV,TRUCK,14-MAR-26,20-MAR-26,N/A,EGHU1116180,"19,158 lb",LB,"23,600.00",USD,DDP,IN_TRANSIT,853400
SHP-210629,,JPNGO,MER-DC-NL-01,MAEU,RAIL,09-JUL-25,16-JUL-25,N/A,EGHU1116180,"6,500 kg",KG,"7,800.00",USD,DAP,EXCEPTION,851770
SHP-210630,4500089303,CNXMN,MER-DC-US-06,MAEU,OCEAN,22-MAR-26,18-APR-26,15-APR-26,ONEU1116558,"2,730 kg",KG,"18,700.00",USD,FOB,DELIVERED,847330
SHP-210631,4500089380,TWTPE,MER-DC-JP-01,EGLV,OCEAN,26-MAR-26,23-APR-26,21-APR-26,ONEU1116558,"12,480 kg",KG,"6,900.00",EUR,FCA,DELIVERED,392690
SHP-210632,4500089443,CNSHA,MER-3PL-PL-02,CMDU,OCEAN,30-MAR-26,28-APR-26,27-APR-26,MSKU1116921,"12,103 lb",LB,"10,500.00",USD,EXW,DELIVERED,853400
SHP-210633,4500089510,CNYTN,MER-DC-US-04,HLCU,AIR,03-APR-26,08-APR-26,08-APR-26,MSKU1116921,"3,420 kg",KG,"18,200.00",USD,CIF,DELIVERED,847330
SHP-210634,4500089570,TWKHH,MER-DC-CN-01,HLCU,TRUCK,07-APR-26,13-APR-26,14-APR-26,MAEU1117299,"11,700 kg",KG,"16,300.00",USD,DDP,DELIVERED,853400
SHP-210635,4500089640,VNSGN,MER-DC-SG-01,ONEY,RAIL,11-APR-26,18-APR-26,20-APR-26,MAEU1117299,"28,990 lb",LB,"12,700.00",USD,DAP,DELIVERED,851770
SHP-210636,4500089703,KRPUS,MER-DC-US-02,CMDU,OCEAN,15-APR-26,12-MAY-26,15-MAY-26,EGHU1117669,"7,990 kg",KG,"2,400.00",CNY,FOB,DELIVERED,847330
SHP-210637,,JPNGO,MER-DC-NL-01,FDXG,OCEAN,19-APR-26,17-MAY-26,N/A,EGHU1117669,"17,637 lb",LB,"8,300.00",USD,FCA,IN_TRANSIT,392690
SHP-210638,,CNXMN,MER-DC-GB-01,HLCU,OCEAN,23-APR-26,22-MAY-26,N/A,ONEU1118036,"18,890 kg",KG,"12,300.00",USD,EXW,IN_TRANSIT,852990
SHP-210639,,TWTPE,MER-3PL-MY-03,CMDU,AIR,27-APR-26,02-MAY-26,N/A,ONEU1118036,"1,340 kg",KG,"7,000.00",USD,CIF,EXCEPTION,850760
SHP-210640,4500089953,CNSHA,MER-DC-US-05,HLCU,TRUCK,01-MAY-26,07-MAY-26,05-MAY-26,MSKU1118400,"9,140 kg",KG,"14,900.00",USD,DAP,DELIVERED,850760
SHP-210641,4500087022,CNYTN,MER-DC-CN-02,EGLV,RAIL,05-MAY-26,12-MAY-26,11-MAY-26,MSKU1118400,"3,990 lb",LB,"5,700.00",USD,DAP,DELIVERED,851770
SHP-210642,4500087090,TWKHH,MER-3PL-US-01,HLCU,OCEAN,09-MAY-26,05-JUN-26,05-JUN-26,MAEU1118778,"17,750 kg",KG,"17,000.00",USD,FOB,DELIVERED,853400
SHP-210643,4500087164,VNSGN,MER-DC-US-03,HLCU,OCEAN,13-MAY-26,10-JUN-26,11-JUN-26,MAEU1118778,"18,930 kg",KG,"19,600.00",CNY,FCA,DELIVERED,392690
SHP-210644,4500087238,KRPUS,Berlin DC Bldg A,ONEY,OCEAN,17-MAY-26,15-JUN-26,17-JUN-26,EGHU1119147,"15,101 lb",LB,"13,600.00",USD,EXW,DELIVERED,851770
SHP-210645,4500087300,JPNGO,MER-DC-MX-01,FDXG,AIR,21-MAY-26,26-MAY-26,29-MAY-26,EGHU1119147,"9,270 kg",KG,"20,700.00",USD,CIF,DELIVERED,852990
SHP-210646,4500087377,CNXMN,MER-DC-NL-01,FDXG,TRUCK,25-MAY-26,31-MAY-26,04-JUN-26,ONEU1119515,"38,999 lb",LB,"23,400.00",USD,DDP,DELIVERED,847330
SHP-210647,,TWTPE,MER-DC-US-06,MAEU,RAIL,29-MAY-26,05-JUN-26,N/A,ONEU1119515,"18,240 kg",KG,"23,800.00",USD,DAP,IN_TRANSIT,852990
SHP-210648,,CNSHA,MER-DC-JP-01,MAEU,OCEAN,02-JUN-26,29-JUN-26,N/A,MSKU1119880,"18,090 kg",KG,"21,900.00",CNY,FOB,IN_TRANSIT,392690
SHP-210649,,CNYTN,MER-3PL-PL-02,CMDU,OCEAN,06-JUN-26,04-JUL-26,N/A,MSKU1119880,"10,900 kg",KG,"7,700.00",USD,FCA,EXCEPTION,392690
SHP-210650,4500087640,TWKHH,MER-DC-US-04,EGLV,OCEAN,06-JAN-25,04-FEB-25,03-FEB-25,MAEU1120250,"18,386 lb",LB,"12,800.00",CNY,EXW,DELIVERED,852990
SHP-210651,4500087710,VNSGN,MER-DC-CN-01,EGLV,AIR,10-JAN-25,15-JAN-25,15-JAN-25,MAEU1120250,"16,420 kg",KG,"23,200.00",CNY,CIF,DELIVERED,850760
SHP-210652,4500087765,KRPUS,MER-DC-SG-01,HLCU,TRUCK,14-JAN-25,20-JAN-25,21-JAN-25,EGHU1120620,"5,520 kg",KG,"19,600.00",USD,DDP,DELIVERED,853400
SHP-210653,4500087825,JPNGO,MER-DC-US-02,MAEU,RAIL,18-JAN-25,25-JAN-25,27-JAN-25,EGHU1120620,"6,371 lb",LB,"14,700.00",EUR,DAP,DELIVERED,847330
