BOM_ID,PARENT_MODEL_CODE,PARENT_DESCRIPTION,BOM_LEVEL,COMPONENT_PART_NUMBER,COMPONENT_DESCRIPTION,COMPONENT_CATEGORY,QTY_PER_ASSEMBLY,UOM,REF_DESIGNATOR,APPROVED_SUPPLIER_ID,EFFECTIVE_FROM_DATE,EFFECTIVE_TO_DATE,ECO_NUMBER
BOM-50578,HLOA1,Meridian Halo Arc Black,2,CMP-CAM-0389,camera module 290,CAMERA,2,EA,C14,0000132543,2022-04-15,9999-12-31,ECO-2025-0368
BOM-50579,HLOA1,Meridian Halo Arc Black,3,CMP-BAT-0394,Li-ion battery pack 295,BATTERY,8,EA,B15,0000111308,2022-04-15,9999-12-31,ECO-2025-0368
BOM-50580,HLOH1,Meridian Halo Home Black,1,CMP-CAM-0341,camera module 242,CAMERA,1,EA,C01,0000126515,2024-08-15,9999-12-31,ECO-2026-0373
BOM-50581,HLOH1,Meridian Halo Home Black,1,CMP-BAT-0346,Li-ion battery pack 239,BATTERY,1,EA,B02,0000108020,2024-08-15,9999-12-31,ECO-2026-0373
BOM-50582,HLOH1,Meridian Halo Home Black,1,CMP-FST-0351,torx screw 252,FASTENER,14,EA,F03,0000116925,2024-08-15,9999-12-31,ECO-2026-0373
BOM-50583,HLOH1,Meridian Halo Home Black,1,CMP-PCB-0356,main logic board assembly 257,PCBA,1,EA,P04,0000125830,2024-08-15,9999-12-31,ECO-2026-0373
BOM-50584,HLOH1,Meridian Halo Home Black,1,CMP-CBL-0361,flex ribbon cable 262,CABLE,2,EA,C05,0000107335,2024-08-15,9999-12-31,ECO-2026-0373
BOM-50585,HLOH1,Meridian Halo Home Black,1,CMP-ENC-0366,machined housing 267,ENCLOSURE,1,EA,E06,0000116240,2024-08-15,9999-12-31,ECO-2026-0373
BOM-50586,HLOH1,Meridian Halo Home Black,1,CMP-DSP-0371,OLED display module 272,DISPLAY,8,EA,D07,0000125145,2024-08-15,9999-12-31,ECO-2026-0374
BOM-50587,HLOH1,Meridian Halo Home Black,1,CMP-ADH-0376,structural adhesive 277,ADHESIVE,4,GR,A08,0000106650,2024-08-15,9999-12-31,ECO-2026-0374
BOM-50588,HLOH1,Meridian Halo Home Black,1,CMP-CAM-0381,camera module 282,CAMERA,1,EA,C09,0000115555,2024-08-15,9999-12-31,ECO-2026-0374
BOM-50589,HLOH1,Meridian Halo Home Black,1,CMP-BAT-0386,Li-ion battery pack 287,BATTERY,2,EA,B10,0000124460,2024-08-15,2026-12-31,ECO-2026-0374
BOM-50590,HLOH1,Meridian Halo Home Black,1,CMP-FST-0391,torx screw 284,FASTENER,14,EA,F11,0000105965,2024-08-15,9999-12-31,ECO-2026-0374
BOM-50591,HLOH1,Meridian Halo Home Black,1,CMP-PCB-0396,main logic board assembly 297,PCBA,2,EA,P12,0000114870,2024-08-15,2026-12-31,ECO-2026-0374
BOM-50592,HLOH1,Meridian Halo Home Black,1,CMP-CBL-0401,flex ribbon cable 302,CABLE,1,EA,C13,0000123775,2024-08-15,9999-12-31,ECO-2026-0375
BOM-50593,HLOH1,Meridian Halo Home Black,2,CMP-ENC-0406,machined housing 307,ENCLOSURE,2,EA,E14,0000105280,2024-08-15,9999-12-31,ECO-2026-0375
BOM-50594,HLOH1,Meridian Halo Home Black,3,CMP-DSP-0411,OLED display module 312,DISPLAY,4,EA,D15,0000114185,2024-08-15,9999-12-31,ECO-2026-0375
BOM-50595,HLOH1,Meridian Halo Home Black,2,CMP-ADH-0416,structural adhesive 317,ADHESIVE,8,ML,A16,0000123090,2024-08-15,9999-12-31,ECO-2026-0375
BOM-50596,HLOB3,Meridian Halo Buds 3 Black,1,CMP-ENC-0358,machined housing 259,ENCLOSURE,4,EA,E01,0000132132,2025-05-15,9999-12-31,ECO-2023-0380
BOM-50597,HLOB3,Meridian Halo Buds 3 Black,1,CMP-DSP-0363,OLED display module 264,DISPLAY,1,EA,D02,0000110897,2025-05-15,2026-12-31,ECO-2023-0380
BOM-50598,HLOB3,Meridian Halo Buds 3 Black,1,CMP-ADH-0368,structural adhesive 269,ADHESIVE,8,ML,A03,0000119802,2025-05-15,9999-12-31,ECO-2023-0380
BOM-50599,HLOB3,Meridian Halo Buds 3 Black,1,CMP-CAM-0373,camera module 266,CAMERA,1,EA,C04,0000128707,2025-05-15,9999-12-31,ECO-2023-0380
BOM-50600,HLOB3,Meridian Halo Buds 3 Black,1,CMP-BAT-0378,Li-ion battery pack 279,BATTERY,4,EA,B05,0000110212,2025-05-15,9999-12-31,ECO-2023-0380
BOM-50601,HLOB3,Meridian Halo Buds 3 Black,1,CMP-FST-0383,torx screw 284,FASTENER,14,EA,F06,0000119117,2025-05-15,9999-12-31,ECO-2023-0380
BOM-50602,HLOB3,Meridian Halo Buds 3 Black,1,CMP-PCB-0388,main logic board assembly 289,PCBA,1,EA,P07,0000128022,2025-05-15,9999-12-31,ECO-2023-0381
BOM-50603,HLOB3,Meridian Halo Buds 3 Black,1,CMP-CBL-0393,flex ribbon cable 294,CABLE,1,EA,C08,0000109527,2025-05-15,9999-12-31,ECO-2023-0381
BOM-50604,HLOB3,Meridian Halo Buds 3 Black,1,CMP-ENC-0398,machined housing 299,ENCLOSURE,2,EA,E09,0000118432,2025-05-15,9999-12-31,ECO-2023-0381
BOM-50605,HLOB3,Meridian Halo Buds 3 Black,1,CMP-DSP-0403,OLED display module 304,DISPLAY,1,EA,D10,0000127337,2025-05-15,9999-12-31,ECO-2023-0381
BOM-50606,HLOB3,Meridian Halo Buds 3 Black,1,CMP-ADH-0408,structural adhesive 309,ADHESIVE,1,GR,A11,0000108842,2025-05-15,9999-12-31,ECO-2023-0381
BOM-50607,HLOB3,Meridian Halo Buds 3 Black,1,CMP-CAM-0413,camera module 314,CAMERA,1,EA,C12,0000117747,2025-05-15,9999-12-31,ECO-2023-0381
BOM-50608,HLOB3,Meridian Halo Buds 3 Black,1,CMP-BAT-0418,Li-ion battery pack 311,BATTERY,4,EA,B13,0000126652,2025-05-15,9999-12-31,ECO-2023-0382
BOM-50609,HLOB3,Meridian Halo Buds 3 Black,1,CMP-FST-0423,torx screw 324,FASTENER,8,EA,F14,0000108157,2025-05-15,9999-12-31,ECO-2023-0382
BOM-50610,HLOB3,Meridian Halo Buds 3 Black,3,CMP-PCB-0428,main logic board assembly 329,PCBA,1,EA,P15,0000117062,2025-05-15,9999-12-31,ECO-2023-0382
BOM-50611,HLOB3,Meridian Halo Buds 3 Black,2,CMP-CBL-0433,flex ribbon cable 334,CABLE,2,EA,C16,0000125967,2025-05-15,9999-12-31,ECO-2023-0382
BOM-50612,HLOB3,Meridian Halo Buds 3 Black,2,CMP-ENC-0438,machined housing 339,ENCLOSURE,4,EA,E17,0000107472,2025-05-15,9999-12-31,ECO-2023-0382
BOM-50613,HLOFT,Meridian Halo Fit Black,1,CMP-FST-0375,torx screw 276,FASTENER,9,EA,F01,0000104869,2022-09-15,9999-12-31,ECO-2024-0387
BOM-50614,HLOFT,Meridian Halo Fit Black,1,CMP-PCB-0380,main logic board assembly 281,PCBA,1,EA,P02,0000113774,2022-09-15,9999-12-31,ECO-2024-0387
BOM-50615,HLOFT,Meridian Halo Fit Black,1,CMP-CBL-0385,flex ribbon cable 286,CABLE,2,EA,C03,0000122679,2022-09-15,9999-12-31,ECO-2024-0387
BOM-50616,HLOFT,Meridian Halo Fit Black,1,CMP-ENC-0390,machined housing 291,ENCLOSURE,4,EA,E04,0000134324,2022-09-15,9999-12-31,ECO-2024-0387
BOM-50617,HLOFT,Meridian Halo Fit Black,1,CMP-DSP-0395,OLED display module 296,DISPLAY,1,EA,D05,0000113089,2022-09-15,9999-12-31,ECO-2024-0387
BOM-50618,HLOFT,Meridian Halo Fit Black,1,CMP-ADH-0400,structural adhesive 293,ADHESIVE,8,ML,A06,0000121994,2022-09-15,9999-12-31,ECO-2024-0387
BOM-50619,HLOFT,Meridian Halo Fit Black,1,CMP-CAM-0405,camera module 306,CAMERA,1,EA,C07,0000133639,2022-09-15,9999-12-31,ECO-2024-0388
BOM-50620,HLOFT,Meridian Halo Fit Black,1,CMP-BAT-0410,Li-ion battery pack 311,BATTERY,1,EA,B08,0000112404,2022-09-15,9999-12-31,ECO-2024-0388
BOM-50621,HLOFT,Meridian Halo Fit Black,1,CMP-FST-0415,torx screw 316,FASTENER,6,EA,F09,0000121309,2022-09-15,9999-12-31,ECO-2024-0388
BOM-50622,HLOFT,Meridian Halo Fit Black,1,CMP-PCB-0420,main logic board assembly 321,PCBA,4,EA,P10,0000132954,2022-09-15,9999-12-31,ECO-2024-0388
BOM-50623,HLOFT,Meridian Halo Fit Black,1,CMP-CBL-0425,flex ribbon cable 326,CABLE,8,EA,C11,0000111719,2022-09-15,9999-12-31,ECO-2024-0388
BOM-50624,HLOFT,Meridian Halo Fit Black,1,CMP-ENC-0430,machined housing 331,ENCLOSURE,1,EA,E12,0000120624,2022-09-15,9999-12-31,ECO-2024-0388
BOM-50625,HLOFT,Meridian Halo Fit Black,1,CMP-DSP-0435,OLED display module 336,DISPLAY,1,EA,D13,,2022-09-15,9999-12-31,ECO-2024-0389
BOM-50626,HLOFT,Meridian Halo Fit Black,1,CMP-ADH-0440,structural adhesive 341,ADHESIVE,1,GR,A14,0000111034,2022-09-15,9999-12-31,ECO-2024-0389
BOM-50627,HLOFT,Meridian Halo Fit Black,1,CMP-CAM-0445,camera module 338,CAMERA,1,EA,C15,0000119939,2022-09-15,9999-12-31,ECO-2024-0389
BOM-50628,HLOFT,Meridian Halo Fit Black,2,CMP-BAT-0450,Li-ion battery pack 351,BATTERY,1,EA,B16,0000128844,2022-09-15,9999-12-31,ECO-2024-0389
BOM-50629,HLOFT,Meridian Halo Fit Black,2,CMP-FST-0456,torx screw 357,FASTENER,10,EA,F17,0000110349,2022-09-15,2026-12-31,ECO-2024-0389
BOM-50630,HLOFT,Meridian Halo Fit Black,3,CMP-PCB-0461,main logic board assembly 362,PCBA,1,EA,P18,0000119254,2022-09-15,9999-12-31,ECO-2024-0389
BOM-50631,CRW2,Meridian Core Watch 2 Black,1,CMP-ADH-0392,structural adhesive 293,ADHESIVE,2,GR,A01,0000107746,2022-06-15,9999-12-31,ECO-2025-0394
BOM-50632,CRW2,Meridian Core Watch 2 Black,1,CMP-CAM-0397,camera module 298,CAMERA,1,EA,C02,0000116651,2022-06-15,9999-12-31,ECO-2025-0394
BOM-50633,CRW2,Meridian Core Watch 2 Black,1,CMP-BAT-0402,Li-ion battery pack 303,BATTERY,4,EA,B03,0000125556,2022-06-15,9999-12-31,ECO-2025-0394
BOM-50634,CRW2,Meridian Core Watch 2 Black,1,CMP-FST-0407,torx screw 308,FASTENER,11,EA,F04,0000107061,2022-06-15,9999-12-31,ECO-2025-0394
BOM-50635,CRW2,Meridian Core Watch 2 Black,1,CMP-PCB-0412,main logic board assembly 313,PCBA,4,EA,P05,0000115966,2022-06-15,9999-12-31,ECO-2025-0394
BOM-50636,CRW2,Meridian Core Watch 2 Black,1,CMP-CBL-0417,flex ribbon cable 318,CABLE,4,EA,C06,0000124871,2022-06-15,9999-12-31,ECO-2025-0394
BOM-50637,CRW2,Meridian Core Watch 2 Black,1,CMP-ENC-0422,machined housing 323,ENCLOSURE,8,EA,E07,0000106376,2022-06-15,2026-12-31,ECO-2025-0395
BOM-50638,CRW2,Meridian Core Watch 2 Black,1,CMP-DSP-0427,OLED display module 320,DISPLAY,1,EA,D08,0000115281,2022-06-15,9999-12-31,ECO-2025-0395
BOM-50639,CRW2,Meridian Core Watch 2 Black,1,CMP-ADH-0432,structural adhesive 333,ADHESIVE,1,GR,A09,0000124186,2022-06-15,9999-12-31,ECO-2025-0395
BOM-50640,CRW2,Meridian Core Watch 2 Black,2,CMP-CAM-0437,camera module 338,CAMERA,1,EA,C10,0000105691,2022-06-15,9999-12-31,ECO-2025-0395
BOM-50641,CRW2,Meridian Core Watch 2 Black,2,CMP-BAT-0442,Li-ion battery pack 343,BATTERY,2,EA,B11,0000114596,2022-06-15,9999-12-31,ECO-2025-0395
BOM-50642,CRW2,Meridian Core Watch 2 Black,3,CMP-FST-0447,torx screw 348,FASTENER,8,EA,F12,0000123501,2022-06-15,9999-12-31,ECO-2025-0395
BOM-50643,CRW3,Meridian Core Watch 3 Black,1,CMP-CBL-0409,flex ribbon cable 302,CABLE,8,EA,C01,0000110623,2023-03-15,9999-12-31,ECO-2026-0401
BOM-50644,CRW3,Meridian Core Watch 3 Black,1,CMP-ENC-0414,machined housing 315,ENCLOSURE,8,EA,E02,0000119528,2023-03-15,9999-12-31,ECO-2026-0401
BOM-50645,CRW3,Meridian Core Watch 3 Black,1,CMP-DSP-0419,OLED display module 320,DISPLAY,1,EA,D03,0000128433,2023-03-15,9999-12-31,ECO-2026-0401
BOM-50646,CRW3,Meridian Core Watch 3 Black,1,CMP-ADH-0424,structural adhesive 325,ADHESIVE,2,GR,A04,0000109938,2023-03-15,9999-12-31,ECO-2026-0401
BOM-50647,CRW3,Meridian Core Watch 3 Black,1,CMP-CAM-0429,camera module 330,CAMERA,2,EA,C05,0000118843,2023-03-15,9999-12-31,ECO-2026-0401
BOM-50648,CRW3,Meridian Core Watch 3 Black,1,CMP-BAT-0434,Li-ion battery pack 335,BATTERY,2,EA,B06,0000127748,2023-03-15,9999-12-31,ECO-2026-0401
BOM-50649,CRW3,Meridian Core Watch 3 Black,1,CMP-FST-0439,torx screw 340,FASTENER,8,EA,F07,0000109253,2023-03-15,9999-12-31,ECO-2026-0402
BOM-50650,CRW3,Meridian Core Watch 3 Black,1,CMP-PCB-0444,main logic board assembly 345,PCBA,1,EA,P08,0000118158,2023-03-15,9999-12-31,ECO-2026-0402
BOM-50651,CRW3,Meridian Core Watch 3 Black,1,CMP-CBL-0449,flex ribbon cable 350,CABLE,1,EA,C09,0000127063,2023-03-15,9999-12-31,ECO-2026-0402
BOM-50652,CRW3,Meridian Core Watch 3 Black,1,CMP-ENC-0455,machined housing 347,ENCLOSURE,4,EA,E10,0000108568,2023-03-15,9999-12-31,ECO-2026-0402
BOM-50653,CRW3,Meridian Core Watch 3 Black,2,CMP-DSP-0460,OLED display module 361,DISPLAY,2,EA,D11,0000117473,2023-03-15,9999-12-31,ECO-2026-0402
BOM-50654,CRW3,Meridian Core Watch 3 Black,3,CMP-ADH-0465,structural adhesive 366,ADHESIVE,1,GR,A12,0000126378,2023-03-15,9999-12-31,ECO-2026-0402
BOM-50655,CRW3,Meridian Core Watch 3 Black,2,CMP-CAM-0470,camera module 371,CAMERA,4,EA,C13,0000107883,2023-03-15,9999-12-31,ECO-2026-0403
BOM-50656,CRW3P,Meridian Core Watch 3 Pro Black,1,CMP-BAT-0426,Li-ion battery pack 327,BATTERY,2,EA,B01,0000113500,2023-07-15,9999-12-31,ECO-2023-0408
BOM-50657,CRW3P,Meridian Core Watch 3 Pro Black,1,CMP-FST-0431,torx screw 332,FASTENER,12,EA,F02,0000122405,2023-07-15,2026-12-31,ECO-2023-0408
BOM-50658,CRW3P,Meridian Core Watch 3 Pro Black,1,CMP-PCB-0436,main logic board assembly 329,PCBA,1,EA,P03,0000134050,2023-07-15,9999-12-31,ECO-2023-0408
BOM-50659,CRW3P,Meridian Core Watch 3 Pro Black,1,CMP-CBL-0441,flex ribbon cable 342,CABLE,1,EA,C04,0000112815,2023-07-15,9999-12-31,ECO-2023-0408
BOM-50660,CRW3P,Meridian Core Watch 3 Pro Black,1,CMP-ENC-0446,machined housing 347,ENCLOSURE,4,EA,E05,0000121720,2023-07-15,9999-12-31,ECO-2023-0408
BOM-50661,CRW3P,Meridian Core Watch 3 Pro Black,1,CMP-DSP-0452,OLED display module 353,DISPLAY,8,EA,D06,0000133365,2023-07-15,9999-12-31,ECO-2023-0408
BOM-50662,CRW3P,Meridian Core Watch 3 Pro Black,1,CMP-ADH-0457,structural adhesive 358,ADHESIVE,1,GR,A07,0000112130,2023-07-15,9999-12-31,ECO-2023-0409
BOM-50663,CRW3P,Meridian Core Watch 3 Pro Black,1,CMP-CAM-0462,camera module 363,CAMERA,2,EA,C08,0000121035,2023-07-15,9999-12-31,ECO-2023-0409
BOM-50664,CRW3P,Meridian Core Watch 3 Pro Black,1,CMP-BAT-0467,Li-ion battery pack 368,BATTERY,2,EA,B09,,2023-07-15,9999-12-31,ECO-2023-0409
BOM-50665,CRW3P,Meridian Core Watch 3 Pro Black,1,CMP-FST-0472,torx screw 373,FASTENER,6,EA,F10,0000111445,2023-07-15,9999-12-31,ECO-2023-0409
BOM-50666,CRW3P,Meridian Core Watch 3 Pro Black,1,CMP-PCB-0477,main logic board assembly 378,PCBA,4,EA,P11,0000120350,2023-07-15,9999-12-31,ECO-2023-0409
BOM-50667,CRW3P,Meridian Core Watch 3 Pro Black,3,CMP-CBL-0482,flex ribbon cable 375,CABLE,8,EA,C12,0000131995,2023-07-15,9999-12-31,ECO-2023-0409
BOM-50668,CRW3P,Meridian Core Watch 3 Pro Black,2,CMP-ENC-0487,machined housing 388,ENCLOSURE,8,EA,E13,0000110760,2023-07-15,9999-12-31,ECO-2023-0410
BOM-50669,CRW3P,Meridian Core Watch 3 Pro Black,2,CMP-DSP-0492,OLED display module 393,DISPLAY,8,EA,D14,0000119665,2023-07-15,9999-12-31,ECO-2023-0410
BOM-50670,CRW4,Meridian Core Watch 4 Black,1,CMP-DSP-0443,OLED display module 344,DISPLAY,1,EA,D01,0000116377,2024-04-15,2026-12-31,ECO-2024-0415
BOM-50671,CRW4,Meridian Core Watch 4 Black,1,CMP-ADH-0448,structural adhesive 349,ADHESIVE,1,ML,A02,0000125282,2024-04-15,9999-12-31,ECO-2024-0415
BOM-50672,CRW4,Meridian Core Watch 4 Black,1,CMP-CAM-0454,camera module 355,CAMERA,4,EA,C03,0000106787,2024-04-15,9999-12-31,ECO-2024-0415
BOM-50673,CRW4,Meridian Core Watch 4 Black,1,CMP-BAT-0459,Li-ion battery pack 360,BATTERY,4,EA,B04,0000115692,2024-04-15,9999-12-31,ECO-2024-0415
BOM-50674,CRW4,Meridian Core Watch 4 Black,1,CMP-FST-0464,torx screw 357,FASTENER,13,EA,F05,0000124597,2024-04-15,9999-12-31,ECO-2024-0415
BOM-50675,CRW4,Meridian Core Watch 4 Black,1,CMP-PCB-0469,main logic board assembly 370,PCBA,8,EA,P06,0000106102,2024-04-15,2026-12-31,ECO-2024-0415
BOM-50676,CRW4,Meridian Core Watch 4 Black,1,CMP-CBL-0474,flex ribbon cable 375,CABLE,2,EA,C07,0000115007,2024-04-15,9999-12-31,ECO-2024-0416
BOM-50677,CRW4,Meridian Core Watch 4 Black,1,CMP-ENC-0479,machined housing 380,ENCLOSURE,8,EA,E08,0000123912,2024-04-15,9999-12-31,ECO-2024-0416
BOM-50678,CRW4,Meridian Core Watch 4 Black,1,CMP-DSP-0484,OLED display module 385,DISPLAY,8,EA,D09,0000105417,2024-04-15,9999-12-31,ECO-2024-0416
BOM-50679,CRW4,Meridian Core Watch 4 Black,1,CMP-ADH-0489,structural adhesive 390,ADHESIVE,8,ML,A10,0000114322,2024-04-15,9999-12-31,ECO-2024-0416
BOM-50680,CRW4,Meridian Core Watch 4 Black,1,CMP-CAM-0494,camera module 395,CAMERA,1,EA,C11,0000123227,2024-04-15,9999-12-31,ECO-2024-0416
BOM-50681,CRW4,Meridian Core Watch 4 Black,1,CMP-BAT-0499,Li-ion battery pack 400,BATTERY,2,EA,B12,0000104732,2024-04-15,9999-12-31,ECO-2024-0416
BOM-50682,CRW4,Meridian Core Watch 4 Black,2,CMP-FST-0504,torx screw 405,FASTENER,7,EA,F13,0000113637,2024-04-15,9999-12-31,ECO-2024-0417
BOM-50683,CRW4,Meridian Core Watch 4 Black,2,CMP-PCB-0509,main logic board assembly 402,PCBA,4,EA,P14,0000122542,2024-04-15,9999-12-31,ECO-2024-0417
BOM-50684,CRW4,Meridian Core Watch 4 Black,3,CMP-CBL-0514,flex ribbon cable 415,CABLE,1,EA,C15,0000134187,2024-04-15,9999-12-31,ECO-2024-0417
BOM-50685,CRBND,Meridian Core Band Black,1,CMP-PCB-0461,main logic board assembly 362,PCBA,8,EA,P01,0000119254,2022-08-15,9999-12-31,ECO-2025-0422
BOM-50686,CRBND,Meridian Core Band Black,1,CMP-CBL-0466,flex ribbon cable 367,CABLE,1,EA,C02,0000128159,2022-08-15,9999-12-31,ECO-2025-0422
BOM-50687,CRBND,Meridian Core Band Black,1,CMP-ENC-0471,machined housing 372,ENCLOSURE,8,EA,E03,0000109664,2022-08-15,9999-12-31,ECO-2025-0422
BOM-50688,CRBND,Meridian Core Band Black,1,CMP-DSP-0476,OLED display module 377,DISPLAY,1,EA,D04,0000118569,2022-08-15,9999-12-31,ECO-2025-0422
BOM-50689,CRBND,Meridian Core Band Black,1,CMP-ADH-0481,structural adhesive 382,ADHESIVE,2,ML,A05,0000127474,2022-08-15,9999-12-31,ECO-2025-0422
BOM-50690,CRBND,Meridian Core Band Black,1,CMP-CAM-0486,camera module 387,CAMERA,1,EA,C06,0000108979,2022-08-15,9999-12-31,ECO-2025-0422
BOM-50691,CRBND,Meridian Core Band Black,1,CMP-BAT-0491,Li-ion battery pack 384,BATTERY,1,EA,B07,0000117884,2022-08-15,9999-12-31,ECO-2025-0423
BOM-50692,CRBND,Meridian Core Band Black,1,CMP-FST-0496,torx screw 397,FASTENER,6,EA,F08,0000126789,2022-08-15,9999-12-31,ECO-2025-0423
BOM-50693,CRBND,Meridian Core Band Black,1,CMP-PCB-0501,main logic board assembly 402,PCBA,1,EA,P09,0000108294,2022-08-15,9999-12-31,ECO-2025-0423
BOM-50694,CRBND,Meridian Core Band Black,1,CMP-CBL-0506,flex ribbon cable 407,CABLE,4,EA,C10,0000117199,2022-08-15,9999-12-31,ECO-2025-0423
BOM-50695,CRBND,Meridian Core Band Black,1,CMP-ENC-0511,machined housing 412,ENCLOSURE,2,EA,E11,0000126104,2022-08-15,9999-12-31,ECO-2025-0423
BOM-50696,CRBND,Meridian Core Band Black,1,CMP-DSP-0516,OLED display module 417,DISPLAY,2,EA,D12,0000107609,2022-08-15,9999-12-31,ECO-2025-0423
BOM-50697,CRBND,Meridian Core Band Black,1,CMP-PCB-0100,main logic board assembly 001,PCBA,1,EA,P13,0000108294,2022-08-15,9999-12-31,ECO-2025-0424
BOM-50698,CRBND,Meridian Core Band Black,2,CMP-CBL-0105,flex ribbon cable 006,CABLE,2,EA,C14,0000117199,2022-08-15,9999-12-31,ECO-2025-0424
BOM-50699,CRBND,Meridian Core Band Black,3,CMP-ENC-0110,machined housing 011,ENCLOSURE,1,EA,E15,0000126104,2022-08-15,9999-12-31,ECO-2025-0424
BOM-50700,CRBND,Meridian Core Band Black,2,CMP-DSP-0115,OLED display module 016,DISPLAY,8,EA,D16,0000107609,2022-08-15,9999-12-31,ECO-2025-0424
BOM-50701,CRBN2,Meridian Core Band 2 Black,1,CMP-CAM-0478,camera module 379,CAMERA,1,EA,C01,0000122131,2024-05-15,9999-12-31,ECO-2026-0429
BOM-50702,CRBN2,Meridian Core Band 2 Black,1,CMP-BAT-0483,Li-ion battery pack 384,BATTERY,1,EA,B02,0000133776,2024-05-15,9999-12-31,ECO-2026-0429
BOM-50703,CRBN2,Meridian Core Band 2 Black,1,CMP-FST-0488,torx screw 389,FASTENER,8,EA,F03,0000112541,2024-05-15,9999-12-31,ECO-2026-0429
BOM-50704,CRBN2,Meridian Core Band 2 Black,1,CMP-PCB-0493,main logic board assembly 394,PCBA,8,EA,P04,0000121446,2024-05-15,9999-12-31,ECO-2026-0429
BOM-50705,CRBN2,Meridian Core Band 2 Black,1,CMP-CBL-0498,flex ribbon cable 399,CABLE,2,EA,C05,,2024-05-15,9999-12-31,ECO-2026-0429
BOM-50706,CRBN2,Meridian Core Band 2 Black,1,CMP-ENC-0503,machined housing 404,ENCLOSURE,2,EA,E06,0000111856,2024-05-15,9999-12-31,ECO-2026-0429
BOM-50707,CRBN2,Meridian Core Band 2 Black,1,CMP-DSP-0508,OLED display module 409,DISPLAY,8,EA,D07,0000120761,2024-05-15,9999-12-31,ECO-2026-0430
BOM-50708,CRBN2,Meridian Core Band 2 Black,1,CMP-ADH-0513,structural adhesive 414,ADHESIVE,2,GR,A08,0000132406,2024-05-15,9999-12-31,ECO-2026-0430
BOM-50709,CRBN2,Meridian Core Band 2 Black,1,CMP-CAM-0518,camera module 411,CAMERA,2,EA,C09,0000111171,2024-05-15,9999-12-31,ECO-2026-0430
BOM-50710,CRBN2,Meridian Core Band 2 Black,1,CMP-ENC-0102,machined housing 003,ENCLOSURE,2,EA,E10,0000111856,2024-05-15,9999-12-31,ECO-2026-0430
BOM-50711,CRBN2,Meridian Core Band 2 Black,1,CMP-DSP-0107,OLED display module 008,DISPLAY,8,EA,D11,0000120761,2024-05-15,9999-12-31,ECO-2026-0430
BOM-50712,CRBN2,Meridian Core Band 2 Black,1,CMP-ADH-0112,structural adhesive 005,ADHESIVE,1,GR,A12,0000132406,2024-05-15,9999-12-31,ECO-2026-0430
BOM-50713,CRBN2,Meridian Core Band 2 Black,1,CMP-CAM-0117,camera module 018,CAMERA,2,EA,C13,0000111171,2024-05-15,9999-12-31,ECO-2026-0431
BOM-50714,CRBN2,Meridian Core Band 2 Black,1,CMP-BAT-0122,Li-ion battery pack 023,BATTERY,1,EA,B14,0000120076,2024-05-15,9999-12-31,ECO-2026-0431
BOM-50715,CRBN2,Meridian Core Band 2 Black,3,CMP-FST-0127,torx screw 028,FASTENER,10,EA,F15,0000128981,2024-05-15,9999-12-31,ECO-2026-0431
BOM-50716,CRBN2,Meridian Core Band 2 Black,2,CMP-PCB-0132,main logic board assembly 033,PCBA,1,EA,P16,0000110486,2024-05-15,9999-12-31,ECO-2026-0431
BOM-50717,CRBN2,Meridian Core Band 2 Black,2,CMP-CBL-0137,flex ribbon cable 038,CABLE,1,EA,C17,0000119391,2024-05-15,9999-12-31,ECO-2026-0431
BOM-50718,CRRNG,Meridian Core Ring Black,1,CMP-ENC-0495,machined housing 396,ENCLOSURE,1,EA,E01,0000125008,2021-09-15,9999-12-31,ECO-2023-0436
BOM-50719,CRRNG,Meridian Core Ring Black,1,CMP-DSP-0500,OLED display module 393,DISPLAY,1,EA,D02,0000106513,2021-09-15,9999-12-31,ECO-2023-0436
BOM-50720,CRRNG,Meridian Core Ring Black,1,CMP-ADH-0505,structural adhesive 406,ADHESIVE,4,ML,A03,0000115418,2021-09-15,9999-12-31,ECO-2023-0436
BOM-50721,CRRNG,Meridian Core Ring Black,1,CMP-CAM-0510,camera module 411,CAMERA,1,EA,C04,0000124323,2021-09-15,9999-12-31,ECO-2023-0436
BOM-50722,CRRNG,Meridian Core Ring Black,1,CMP-BAT-0515,Li-ion battery pack 416,BATTERY,4,EA,B05,0000105828,2021-09-15,9999-12-31,ECO-2023-0436
BOM-50723,CRRNG,Meridian Core Ring Black,1,CMP-BAT-0118,Li-ion battery pack 4500mAh,BATTERY,8,EA,B06,0000105143,2021-09-15,9999-12-31,ECO-2023-0436
BOM-50724,CRRNG,Meridian Core Ring Black,1,CMP-ADH-0104,structural adhesive 005,ADHESIVE,4,ML,A07,0000115418,2021-09-15,2026-12-31,ECO-2023-0437
BOM-50725,CRRNG,Meridian Core Ring Black,1,CMP-CAM-0109,camera module 010,CAMERA,4,EA,C08,0000124323,2021-09-15,9999-12-31,ECO-2023-0437
BOM-50726,CRRNG,Meridian Core Ring Black,1,CMP-BAT-0114,Li-ion battery pack 015,BATTERY,1,EA,B09,0000105828,2021-09-15,9999-12-31,ECO-2023-0437
BOM-50727,CRRNG,Meridian Core Ring Black,1,CMP-FST-0119,torx screw 020,FASTENER,6,EA,F10,0000114733,2021-09-15,9999-12-31,ECO-2023-0437
